uniform,365,100,2,0.02,-0.007439495783560755,0.047439495783560756
uniform,365,100,3,0.01,-0.009501395417987871,0.029501395417987873
uniform,365,100,4,0.01,-0.009501395417987871,0.029501395417987873
uniform,365,100,5,0.02,-0.007439495783560755,0.047439495783560756
uniform,365,100,6,0.04,0.0015927065891575276,0.07840729341084247
uniform,365,100,7,0.05,0.007283575292052952,0.09271642470794705
uniform,365,100,8,0.08,0.02682751000723329,0.1331724899927667
uniform,365,100,9,0.11,0.04867473452597577,0.17132526547402424
uniform,365,100,10,0.06,0.013453434338595006,0.106546565661405
uniform,365,100,11,0.12,0.05630870927157311,0.18369129072842688
uniform,365,100,12,0.21,0.13016905247003796,0.289830947529962
uniform,365,100,13,0.23,0.1475183440306313,0.3124816559693687
uniform,365,100,14,0.19,0.1131104355256953,0.2668895644743047
uniform,365,100,15,0.28,0.19199783535321785,0.3680021646467822
uniform,365,100,16,0.25,0.1651310699442871,0.3348689300557129
uniform,365,100,17,0.38,0.28486600512143223,0.4751339948785678
uniform,365,100,18,0.38,0.28486600512143223,0.4751339948785678
uniform,365,100,19,0.44,0.34270994637584823,0.5372900536241517
uniform,365,100,20,0.41,0.3136024435617837,0.5063975564382163
uniform,365,100,21,0.43,0.3329669356893162,0.5270330643106838
uniform,365,100,22,0.47,0.37217835657509596,0.5678216434249039
uniform,365,100,23,0.56,0.4627099463758483,0.6572900536241518
uniform,365,100,24,0.43,0.3329669356893162,0.5270330643106838
uniform,365,100,25,0.56,0.4627099463758483,0.6572900536241518
uniform,365,100,26,0.71,0.6210642720173202,0.7989357279826798
uniform,365,100,27,0.59,0.49360244356178373,0.6863975564382162
uniform,365,100,28,0.68,0.588572354324141,0.7714276456758591
uniform,365,100,29,0.75,0.6651310699442872,0.8348689300557128
uniform,365,100,30,0.73,0.6429855452491477,0.8170144547508522
uniform,365,100,31,0.76,0.6762932446636111,0.843706755336389
uniform,365,100,32,0.75,0.6651310699442872,0.8348689300557128
uniform,365,100,33,0.72,0.6319978353532179,0.8080021646467821
uniform,365,100,34,0.79,0.710169052470038,0.869830947529962
uniform,365,100,35,0.83,0.7563773241725118,0.9036226758274881
uniform,365,100,36,0.85,0.7800152874094277,0.9199847125905722
uniform,365,100,37,0.71,0.6210642720173202,0.7989357279826798
uniform,365,100,38,0.84,0.7681465334516635,0.9118534665483364
uniform,365,100,39,0.86,0.7919917915239952,0.9280082084760047
uniform,365,100,40,0.87,0.8040857380667503,0.9359142619332497
uniform,365,100,41,0.93,0.8799921037007967,0.9800078962992034
uniform,365,100,42,0.91,0.8539094056534566,0.9660905943465434
uniform,365,100,43,0.91,0.8539094056534566,0.9660905943465434
uniform,365,100,44,0.92,0.8668275100072333,0.9731724899927667
uniform,365,100,45,0.96,0.9215927065891575,0.9984072934108424
uniform,365,100,46,0.96,0.9215927065891575,0.9984072934108424
uniform,365,100,47,0.92,0.8668275100072333,0.9731724899927667
uniform,365,100,48,0.97,0.9365655190436282,1.0034344809563718
uniform,365,100,49,0.98,0.9525605042164392,1.0074394957835608
uniform,365,100,50,0.98,0.9525605042164392,1.0074394957835608
uniform,365,100,51,0.97,0.9365655190436282,1.0034344809563718
uniform,365,100,52,1.0,1.0,1.0
uniform,365,100,53,0.99,0.9704986045820121,1.009501395417988
uniform,365,100,54,0.99,0.9704986045820121,1.009501395417988
uniform,365,100,55,0.99,0.9704986045820121,1.009501395417988
uniform,365,100,56,0.99,0.9704986045820121,1.009501395417988
uniform,365,100,57,1.0,1.0,1.0
uniform,365,100,58,0.95,0.9072835752920528,0.9927164247079471
uniform,365,100,59,0.99,0.9704986045820121,1.009501395417988
uniform,365,100,60,1.0,1.0,1.0
uniform,365,100,61,0.99,0.9704986045820121,1.009501395417988
uniform,365,100,62,1.0,1.0,1.0
uniform,365,100,63,0.99,0.9704986045820121,1.009501395417988
uniform,365,100,64,1.0,1.0,1.0
uniform,365,100,65,1.0,1.0,1.0
uniform,365,100,66,1.0,1.0,1.0
uniform,365,100,67,1.0,1.0,1.0
uniform,365,100,68,0.99,0.9704986045820121,1.009501395417988
uniform,365,100,69,0.99,0.9704986045820121,1.009501395417988
uniform,365,100,70,1.0,1.0,1.0
uniform,365,100,71,1.0,1.0,1.0
uniform,365,100,72,1.0,1.0,1.0
uniform,365,100,73,1.0,1.0,1.0
uniform,365,100,74,1.0,1.0,1.0
uniform,365,100,75,1.0,1.0,1.0
uniform,365,100,76,1.0,1.0,1.0
uniform,365,100,77,1.0,1.0,1.0
uniform,365,100,78,1.0,1.0,1.0
uniform,365,100,79,1.0,1.0,1.0
uniform,365,100,80,1.0,1.0,1.0
uniform,365,1000,2,0.002,-0.0007690344537591935,0.0047690344537591935
uniform,365,1000,3,0.01,0.0038331172927586954,0.016166882707241304
uniform,365,1000,4,0.019,0.010538265487565934,0.027461734512434065
uniform,365,1000,5,0.028,0.017775072456784287,0.038224927543215714
uniform,365,1000,6,0.03,0.019427088779234027,0.04057291122076597
uniform,365,1000,7,0.056,0.04174956565233276,0.07025043434766724
uniform,365,1000,8,0.063,0.04794127642712056,0.07805872357287943
uniform,365,1000,9,0.099,0.08048907659388395,0.11751092340611606
uniform,365,1000,10,0.119,0.09893174892267012,0.13906825107732987
uniform,365,1000,11,0.148,0.12599107927556993,0.17000892072443005
uniform,365,1000,12,0.146,0.12411465212523624,0.16788534787476375
uniform,365,1000,13,0.181,0.1571367643828236,0.2048632356171764
uniform,365,1000,14,0.237,0.21064369449249498,0.263356305507505
uniform,365,1000,15,0.255,0.22798553832738164,0.28201446167261834
uniform,365,1000,16,0.29,0.261876053420956,0.31812394657904397
uniform,365,1000,17,0.287,0.2589628539266661,0.31503714607333383
uniform,365,1000,18,0.333,0.30378989455474026,0.3622101054452598
uniform,365,1000,19,0.389,0.35878354602135193,0.4192164539786481
uniform,365,1000,20,0.384,0.3538557794049627,0.4141442205950373
uniform,365,1000,21,0.434,0.4032814175042111,0.4647185824957889
uniform,365,1000,22,0.472,0.4410588784712301,0.5029411215287698
uniform,365,1000,23,0.512,0.4810191747188144,0.5429808252811856
uniform,365,1000,24,0.524,0.49304596916566745,0.5549540308343326
uniform,365,1000,25,0.578,0.5473896542046903,0.6086103457953096
uniform,365,1000,26,0.616,0.5858557794049627,0.6461442205950373
uniform,365,1000,27,0.616,0.5858557794049627,0.6461442205950373
uniform,365,1000,28,0.667,0.6377898945547403,0.6962101054452597
uniform,365,1000,29,0.682,0.6531361779523769,0.7108638220476232
uniform,365,1000,30,0.738,0.7107462092226763,0.7652537907773237
uniform,365,1000,31,0.699,0.6705704538478852,0.7274295461521147
uniform,365,1000,32,0.758,0.7314545325859038,0.7845454674140963
uniform,365,1000,33,0.748,0.7210909007607917,0.7749090992392083
uniform,365,1000,34,0.79,0.7647552378035928,0.8152447621964073
uniform,365,1000,35,0.841,0.8183355778356385,0.8636644221643615
uniform,365,1000,36,0.829,0.8056641614471907,0.8523358385528093
uniform,365,1000,37,0.821,0.7972400137451557,0.8447599862548442
uniform,365,1000,38,0.869,0.8480880935663675,0.8899119064336325
uniform,365,1000,39,0.881,0.8609317489226701,0.9010682510773299
uniform,365,1000,40,0.906,0.8879126010989531,0.924087398901047
uniform,365,1000,41,0.891,0.8716847562995702,0.9103152437004298
uniform,365,1000,42,0.921,0.9042817254976813,0.9377182745023188
uniform,365,1000,43,0.919,0.9020898151058704,0.9359101848941297
uniform,365,1000,44,0.933,0.9175037607033059,0.9484962392966942
uniform,365,1000,45,0.941,0.9263960980465453,0.9556039019534546
uniform,365,1000,46,0.957,0.9444270181766462,0.9695729818233537
uniform,365,1000,47,0.952,0.9387508754149401,0.9652491245850598
uniform,365,1000,48,0.963,0.9513006402209286,0.9746993597790713
uniform,365,1000,49,0.97,0.959427088779234,0.980572911220766
uniform,365,1000,50,0.967,0.9559281983206358,0.9780718016793641
uniform,365,1000,51,0.975,0.9653234531596018,0.9846765468403982
uniform,365,1000,52,0.977,0.9677090677992024,0.9862909322007976
uniform,365,1000,53,0.98,0.9713228695477362,0.9886771304522638
